V4,V11,V14,V2,V8,V5,V1,V15,V13,V9,V3,V6,V7,V10,V12,V16,Class
secondary,feb,-1,management,yes,no,33,0,1,cellular,married,913,yes,19,688,unknown,1
tertiary,jun,-1,blue-collar,yes,no,50,0,4,cellular,single,1612,yes,18,510,unknown,1
primary,jul,-1,services,no,no,37,0,4,cellular,married,6,no,12,6,unknown,1
primary,may,-1,management,no,no,44,0,1,cellular,single,569,no,28,179,unknown,1
secondary,aug,-1,management,no,no,35,0,3,cellular,single,1029,yes,12,2,unknown,1
tertiary,apr,-1,student,no,no,35,0,2,cellular,single,770,no,19,539,unknown,2
tertiary,jun,-1,management,no,no,28,0,3,cellular,single,1242,yes,5,124,unknown,1
tertiary,may,-1,management,no,no,39,0,2,cellular,married,-1,yes,11,466,unknown,1
secondary,aug,-1,management,no,no,45,0,1,cellular,married,-95,yes,20,112,unknown,1
secondary,aug,-1,management,yes,no,46,5,1,cellular,single,0,yes,4,136,unknown,1
secondary,feb,-1,blue-collar,no,no,36,0,13,cellular,married,0,yes,14,138,unknown,1
secondary,aug,-1,blue-collar,no,no,41,0,3,cellular,married,1,yes,4,113,unknown,1
secondary,aug,-1,admin.,no,no,54,0,1,cellular,married,2322,yes,8,183,unknown,1
tertiary,may,-1,management,no,no,37,0,3,unknown,single,1311,yes,27,45,unknown,1
tertiary,may,-1,technician,no,no,36,0,2,cellular,married,3186,no,13,138,unknown,1
tertiary,may,-1,services,no,no,55,0,2,cellular,married,1984,yes,6,1124,failure,1
secondary,jun,-1,admin.,no,no,36,0,2,cellular,married,579,yes,13,152,unknown,1
secondary,jun,-1,technician,no,no,56,0,1,cellular,married,886,no,13,171,unknown,2
secondary,aug,-1,blue-collar,no,no,37,0,1,cellular,single,5163,yes,19,112,unknown,1
secondary,jun,-1,admin.,no,no,42,0,1,cellular,married,1412,yes,21,108,unknown,1
primary,aug,-1,blue-collar,yes,no,28,0,1,cellular,married,-1,no,21,195,unknown,1
secondary,jul,-1,blue-collar,no,no,57,0,1,cellular,married,2972,yes,23,139,unknown,1
secondary,apr,94,management,yes,no,33,2,1,cellular,married,583,no,29,185,unknown,1
secondary,may,-1,entrepreneur,yes,no,52,0,1,cellular,married,611,yes,11,716,unknown,1
tertiary,may,-1,services,no,no,47,1,2,cellular,married,488,no,13,150,unknown,1
unknown,may,370,blue-collar,no,no,31,0,1,unknown,married,0,yes,5,264,unknown,1
primary,may,-1,services,no,no,59,0,1,cellular,married,481,no,20,168,unknown,1
tertiary,may,-1,blue-collar,no,no,47,0,2,cellular,married,1488,no,10,473,unknown,1
tertiary,apr,-1,management,no,no,33,0,1,cellular,married,-231,yes,2,179,unknown,2
tertiary,may,-1,management,no,no,33,0,4,unknown,single,585,no,18,374,unknown,1
tertiary,jul,-1,admin.,no,no,34,0,1,unknown,single,3858,yes,12,124,unknown,1
tertiary,jul,-1,unknown,no,no,35,0,3,cellular,single,759,yes,19,884,other,1
tertiary,jul,-1,blue-collar,no,no,51,0,1,cellular,single,188,yes,15,136,success,1
secondary,jun,-1,entrepreneur,no,no,41,0,4,cellular,married,538,no,20,208,unknown,1
tertiary,jul,-1,blue-collar,no,no,29,0,1,cellular,married,70,yes,15,119,unknown,1
secondary,jul,-1,technician,yes,no,46,0,3,cellular,married,787,yes,24,464,unknown,1
secondary,apr,-1,self-employed,no,no,35,0,2,cellular,married,504,no,30,169,unknown,1
tertiary,jun,-1,blue-collar,no,no,32,0,1,cellular,married,446,yes,24,337,unknown,1
tertiary,oct,-1,management,no,no,50,2,3,cellular,married,1358,yes,9,968,failure,1
secondary,jul,153,technician,no,no,44,0,3,cellular,divorced,1655,no,14,463,failure,1
secondary,jun,-1,admin.,no,no,33,0,1,cellular,single,1,yes,29,53,unknown,1
secondary,aug,-1,entrepreneur,no,no,49,0,2,cellular,single,762,no,23,42,unknown,1
secondary,jun,-1,management,no,no,47,1,1,unknown,single,-16,no,20,107,unknown,2
secondary,may,-1,management,no,no,32,0,1,unknown,single,571,yes,6,219,unknown,1
secondary,may,-1,admin.,no,no,33,0,5,cellular,married,0,yes,6,97,unknown,1
tertiary,may,-1,management,no,no,36,0,1,cellular,married,1145,no,17,112,unknown,1
tertiary,may,-1,management,no,no,46,2,2,cellular,single,1445,no,4,732,success,2
secondary,may,-1,services,no,no,25,0,1,cellular,married,28,yes,6,114,unknown,1
secondary,jun,-1,management,no,no,29,0,2,unknown,single,6791,no,29,171,unknown,2
tertiary,jul,457,admin.,no,no,53,0,5,cellular,married,0,yes,18,151,unknown,1
primary,jun,-1,blue-collar,no,no,41,0,14,cellular,married,372,yes,8,104,unknown,1
secondary,jul,-1,admin.service,no,no,42,0,1,cellular,married,759,yes,21,585,unknown,1
secondary,may,-1,management,no,no,42,0,4,cellular,married,604,no,2,314,unknown,1
tertiary,apr,-1,management,no,no,53,0,1,unknown,single,815,yes,2,182,unknown,1
primary,jun,-1,blue-collar,no,no,57,0,4,cellular,single,1329,no,28,108,unknown,1
tertiary,jul,-1,management,no,no,33,0,1,telephone,married,805,no,16,92,unknown,1
secondary,may,-1,management,no,no,32,0,2,cellular,married,533,yes,30,178,unknown,1
secondary,nov,-1,management,no,no,54,0,1,cellular,single,839,no,26,185,unknown,1
secondary,may,-1,unemployed,no,no,36,0,2,cellular,married,2894,yes,29,195,unknown,1
secondary,may,-1,management,no,no,54,0,1,unknown,married,3,yes,11,29,unknown,1
tertiary,apr,94,technician,no,no,48,0,2,cellular,married,-16,yes,16,110,unknown,1
primary,nov,-1,blue-collar,yes,no,42,0,3,cellular,married,3751,yes,2,10,unknown,1
tertiary,jul,-1,blue-collar,no,no,35,0,4,unknown,married,782,no,19,968,unknown,1
secondary,apr,-1,management,no,no,44,0,4,cellular,married,874,yes,29,163,unknown,1
secondary,jul,-1,management,no,no,36,0,2,unknown,married,18,yes,13,182,unknown,1
primary,nov,-1,services,no,no,26,0,2,cellular,married,691,no,18,208,unknown,1
tertiary,may,-1,management,no,no,32,0,1,unknown,married,762,yes,5,131,unknown,1
secondary,jul,-1,blue-collar,no,no,33,0,2,cellular,married,516,yes,19,942,unknown,1
secondary,may,-1,blue-collar,no,no,30,0,1,cellular,married,836,no,28,150,unknown,1
secondary,jun,-1,management,no,no,54,0,1,cellular,married,-297,yes,28,939,unknown,2
secondary,aug,-1,admin.,yes,no,28,0,4,cellular,married,3528,no,15,876,unknown,1
tertiary,jul,-1,blue-collar,no,no,47,1,1,cellular,married,2179,yes,4,168,unknown,1
secondary,may,-1,management,yes,no,42,2,1,cellular,single,258,no,17,72,unknown,1
tertiary,may,-1,management,no,no,31,0,2,cellular,single,-275,no,4,195,unknown,1
tertiary,may,-1,management,no,no,34,0,1,unknown,married,1,no,4,124,unknown,1
secondary,may,165,blue-collar,no,no,35,0,1,cellular,married,1491,no,14,871,success,1
secondary,may,-1,technician,no,no,28,0,2,cellular,married,429,no,28,974,unknown,2
tertiary,jun,-1,technician,no,no,34,0,1,unknown,married,844,no,16,450,unknown,1
primary,may,-1,retired,no,no,63,0,1,cellular,married,1174,yes,18,316,unknown,1
secondary,jun,-1,blue-collar,no,no,43,0,1,cellular,married,-904,no,12,173,unknown,1
secondary,jul,-1,management,no,no,33,0,4,cellular,divorced,786,yes,17,132,unknown,1
secondary,aug,-1,technician,no,no,28,0,2,cellular,married,10,no,21,958,unknown,1
secondary,may,-1,management,no,no,33,0,1,unknown,single,1816,no,13,113,unknown,1
primary,may,-1,retired,yes,no,41,0,1,unknown,married,1064,no,18,105,unknown,1
tertiary,nov,-1,entrepreneur,no,no,59,0,2,cellular,divorced,3330,no,6,496,unknown,1
tertiary,jul,-1,technician,no,no,25,0,1,cellular,married,79,no,18,245,unknown,1
secondary,aug,-1,blue-collar,no,no,34,0,2,cellular,single,711,yes,19,94,unknown,1
secondary,may,-1,management,no,no,34,0,3,telephone,single,149,no,20,111,unknown,1
primary,jul,-1,admin.,no,no,30,0,3,unknown,single,-292,yes,7,151,unknown,1
secondary,jun,-1,entrepreneur,no,no,43,0,2,cellular,single,5878,no,14,1366,unknown,1
secondary,may,287,management,no,no,35,0,2,unknown,divorced,-170,no,23,73,unknown,1
secondary,aug,-1,management,no,no,36,0,1,unknown,married,953,yes,4,217,unknown,1
tertiary,may,-1,student,no,no,60,0,1,cellular,divorced,122,yes,23,126,unknown,1
secondary,aug,-1,technician,no,no,29,0,3,cellular,married,1313,yes,31,97,unknown,1
primary,may,-1,management,yes,no,31,0,2,cellular,married,1723,yes,19,107,unknown,1
secondary,apr,-1,management,no,no,47,0,1,cellular,single,1098,yes,21,310,failure,1
tertiary,may,-1,technician,no,no,59,0,5,cellular,single,1095,yes,16,723,unknown,1
tertiary,oct,-1,blue-collar,no,no,55,0,5,cellular,single,3615,yes,29,112,unknown,1
tertiary,may,-1,unknown,no,no,45,0,4,cellular,married,1776,yes,29,10,failure,1
tertiary,may,-1,management,no,no,47,0,5,unknown,married,1110,yes,12,10,failure,1
secondary,may,-1,technician,no,no,42,0,4,unknown,divorced,-1527,yes,17,127,unknown,1
primary,jul,-1,technician,yes,no,47,0,2,cellular,single,872,yes,11,151,failure,1
tertiary,may,-1,admin.,no,no,30,0,1,cellular,married,5521,yes,9,131,unknown,1
secondary,nov,-1,management,no,no,45,0,2,cellular,married,-348,yes,17,1467,unknown,1
secondary,aug,-1,technician,no,no,30,0,2,unknown,divorced,955,yes,14,77,unknown,1
primary,aug,-1,admin.,no,no,37,0,2,unknown,single,255,no,8,110,failure,1
secondary,jun,-1,management,no,no,33,0,2,unknown,married,3812,no,21,152,unknown,1
secondary,aug,-1,technician,no,no,46,0,2,cellular,married,0,yes,14,638,unknown,1
tertiary,jul,-1,management,yes,no,52,0,3,unknown,married,1528,yes,18,110,unknown,1
tertiary,jun,-1,retired,no,no,51,0,1,unknown,married,0,yes,26,77,unknown,1
secondary,jun,-1,technician,yes,no,54,0,3,unknown,married,-287,no,25,823,unknown,1
tertiary,nov,-1,management,no,no,45,0,5,cellular,married,-378,yes,24,406,unknown,1
secondary,apr,-1,technician,no,no,48,0,2,unknown,married,47,no,19,926,unknown,1
secondary,may,-1,housemaid,no,no,32,1,3,cellular,married,1139,no,19,138,unknown,2
secondary,sep,-1,services,no,no,59,0,1,cellular,married,914,yes,21,658,unknown,1
tertiary,may,-1,management,no,no,41,0,1,cellular,married,322,yes,19,132,unknown,1
secondary,jul,-1,blue-collar,no,no,56,0,1,cellular,single,1314,yes,18,181,unknown,1
tertiary,aug,-1,management,no,no,31,0,1,cellular,married,664,yes,10,86,unknown,1
secondary,jul,-1,entrepreneur,no,no,42,0,1,cellular,married,-252,yes,20,139,unknown,1
secondary,jul,-1,management,no,no,35,0,2,unknown,single,-1,yes,19,178,unknown,2
tertiary,jul,-1,housemaid,no,no,46,0,1,unknown,married,1234,yes,19,104,failure,1
primary,jul,-1,management,no,no,21,0,9,cellular,married,23,no,6,144,unknown,1
secondary,may,-1,entrepreneur,no,no,75,0,5,cellular,married,1,yes,21,7,unknown,1
secondary,jul,188,management,yes,no,45,0,1,cellular,single,5437,yes,3,659,failure,1
secondary,aug,-1,blue-collar,no,no,45,0,2,cellular,single,214,yes,29,16,unknown,2
secondary,jan,-1,blue-collar,no,no,39,0,2,cellular,married,65,no,11,41,unknown,1
secondary,feb,-1,services,no,no,47,0,2,cellular,single,0,yes,27,13,unknown,2
tertiary,jun,-1,technician,no,no,40,0,1,unknown,married,630,no,19,183,unknown,1
primary,aug,-1,technician,no,no,29,0,2,cellular,married,484,no,18,1392,unknown,1
secondary,jul,-1,blue-collar,no,no,31,13,3,unknown,married,888,yes,4,135,unknown,1
primary,aug,-1,blue-collar,no,no,49,0,1,cellular,married,1055,no,7,757,unknown,1
primary,nov,-1,blue-collar,no,no,25,0,1,unknown,married,705,yes,12,567,unknown,1
unknown,jun,-1,blue-collar,yes,no,40,0,1,cellular,married,1066,yes,5,107,unknown,2
tertiary,nov,287,management,no,no,58,0,2,cellular,married,627,no,20,110,failure,1
secondary,apr,364,blue-collar,no,no,47,0,3,cellular,married,1901,yes,16,19,unknown,1
secondary,jul,-1,blue-collar,no,no,35,0,1,unknown,married,5244,no,26,217,unknown,1
primary,jul,-1,technician,no,no,26,0,1,unknown,married,2133,no,20,95,unknown,2
secondary,may,-1,management,no,no,40,4,1,cellular,married,2811,no,15,1125,unknown,1
tertiary,aug,-1,technician,no,no,33,0,2,unknown,single,3623,no,15,10,unknown,1
secondary,aug,-1,admin.,no,no,46,1,1,cellular,married,1126,no,12,104,unknown,1
secondary,jun,-1,admin.,no,no,50,0,1,unknown,single,0,yes,21,187,unknown,1
secondary,aug,-1,entrepreneur,no,no,35,0,3,unknown,single,795,yes,19,692,unknown,1
secondary,may,-1,services,no,no,32,0,2,cellular,married,-240,yes,5,857,unknown,1
secondary,oct,-1,technician,no,no,34,0,2,cellular,married,723,yes,19,68,unknown,1
tertiary,jun,-1,management,no,no,49,0,2,cellular,single,584,no,10,136,failure,2
tertiary,jun,-1,management,no,no,39,0,3,cellular,married,818,yes,12,742,unknown,1
secondary,nov,-1,management,no,no,34,0,6,cellular,single,274,yes,21,185,unknown,1
tertiary,nov,-1,management,no,no,45,0,2,cellular,single,612,yes,14,137,unknown,1
tertiary,nov,-1,retired,no,no,57,0,2,cellular,single,574,no,6,552,unknown,1
tertiary,nov,-1,blue-collar,no,no,51,0,1,cellular,married,-1110,no,29,140,unknown,1
secondary,jul,-1,housemaid,yes,no,35,0,1,cellular,married,-123,yes,18,163,unknown,1
tertiary,may,-1,blue-collar,no,no,42,0,3,unknown,married,0,yes,14,167,unknown,1
secondary,aug,-1,blue-collar,no,no,46,0,3,cellular,married,787,no,11,91,unknown,1
secondary,may,-1,entrepreneur,no,no,35,0,1,cellular,married,2104,no,14,1,unknown,1
secondary,may,-1,blue-collar,no,no,43,0,1,cellular,single,1066,yes,20,112,unknown,1
tertiary,may,-1,technician,no,no,45,0,4,cellular,married,0,yes,13,474,unknown,1
tertiary,aug,-1,blue-collar,yes,no,33,0,1,unknown,married,0,yes,26,108,unknown,2
secondary,jun,-1,services,no,no,45,0,2,unknown,single,831,yes,20,386,unknown,1
secondary,jun,-1,student,no,no,46,0,2,cellular,married,-252,yes,29,752,unknown,1
secondary,jul,-1,blue-collar,no,no,54,0,1,unknown,married,533,yes,4,673,unknown,1
tertiary,aug,-1,housemaid,no,no,29,0,1,unknown,married,849,yes,9,132,unknown,2
secondary,jul,-1,housemaid,no,no,54,0,2,cellular,married,894,no,7,845,success,1
secondary,nov,-1,management,no,no,43,0,2,unknown,married,0,no,18,1036,failure,1
secondary,feb,-1,management,no,no,35,19,2,cellular,married,-42,no,16,195,failure,1
tertiary,jul,-1,management,no,no,30,0,4,cellular,married,880,yes,28,555,failure,1
secondary,jan,-1,admin.,no,no,47,0,2,cellular,divorced,596,no,1,113,unknown,1
secondary,feb,-1,technician,no,no,32,0,3,unknown,married,959,yes,6,278,failure,1
secondary,may,-1,blue-collar,yes,no,27,0,1,unknown,married,182,yes,26,152,unknown,1
secondary,jun,-1,self-employed,no,no,41,0,1,unknown,single,644,yes,21,73,unknown,1
primary,apr,-1,blue-collar,no,no,34,0,1,cellular,married,1076,no,17,108,unknown,1
tertiary,jul,-1,blue-collar,no,no,55,2,1,unknown,married,0,no,27,615,unknown,1
secondary,may,-1,entrepreneur,yes,no,44,0,1,cellular,married,979,yes,6,178,unknown,1
primary,apr,-1,blue-collar,no,no,28,1,1,cellular,married,759,yes,30,2,unknown,1
secondary,jan,-1,blue-collar,no,no,36,2,1,cellular,single,716,yes,20,111,unknown,1
secondary,jul,-1,blue-collar,no,no,52,0,3,cellular,married,842,no,21,73,unknown,1
secondary,may,-1,management,no,no,53,0,1,cellular,married,1,yes,8,471,unknown,1
secondary,jul,-1,blue-collar,no,no,34,0,1,cellular,married,826,yes,11,956,unknown,1
secondary,aug,-1,admin.,no,no,40,0,2,cellular,single,619,yes,8,574,unknown,1
secondary,jul,-1,blue-collar,no,no,39,0,1,cellular,married,572,yes,29,132,unknown,1
tertiary,jul,-1,technician,no,no,39,0,1,unknown,married,2314,yes,9,122,unknown,1
primary,jul,-1,management,no,no,34,0,16,cellular,single,-312,no,9,13,unknown,1
secondary,aug,-1,blue-collar,no,no,39,0,7,cellular,divorced,874,yes,30,151,unknown,1
secondary,mar,-1,services,no,no,50,0,1,unknown,married,828,no,17,543,unknown,1
primary,may,-1,technician,no,no,59,0,5,cellular,married,1409,yes,18,322,unknown,2
secondary,jul,-1,blue-collar,no,no,59,0,1,cellular,married,0,yes,8,61,unknown,1
primary,may,-1,blue-collar,no,no,43,0,4,unknown,single,711,yes,19,110,unknown,1
secondary,apr,-1,entrepreneur,no,no,46,0,1,cellular,married,1375,no,23,7,unknown,1
secondary,apr,-1,technician,no,no,53,0,1,unknown,divorced,1744,no,9,210,unknown,1
secondary,may,-1,services,no,no,40,0,4,unknown,single,1714,no,17,514,unknown,1
secondary,may,-1,services,no,no,39,0,3,unknown,single,-348,yes,21,230,unknown,1
tertiary,feb,-1,retired,no,no,53,0,1,cellular,single,489,yes,16,443,unknown,1
secondary,aug,-1,blue-collar,no,no,30,0,1,unknown,married,3287,yes,19,107,unknown,1
secondary,nov,-1,management,no,no,30,0,1,cellular,married,-9,yes,15,43,unknown,1
secondary,jul,-1,technician,no,no,37,0,2,unknown,married,2345,no,30,872,unknown,1
tertiary,aug,-1,management,no,no,47,0,1,cellular,single,0,yes,7,183,unknown,1
secondary,may,-1,management,no,no,36,0,4,cellular,married,39098,yes,26,2,unknown,1
secondary,jul,90,technician,no,no,40,0,3,telephone,single,794,no,15,278,unknown,1
tertiary,jul,-1,management,no,no,34,0,2,unknown,single,1114,yes,9,464,unknown,1
secondary,jun,-1,admin.,no,no,36,2,1,cellular,single,2878,no,26,828,unknown,1
tertiary,aug,-1,unemployed,no,no,40,0,1,cellular,married,524,yes,3,66,unknown,1
tertiary,jul,-1,entrepreneur,no,no,56,0,3,cellular,single,972,yes,5,463,unknown,1
primary,jul,-1,housemaid,no,no,33,0,2,cellular,single,1,no,29,104,unknown,1
secondary,may,-1,management,no,no,41,0,1,unknown,married,126,no,27,111,success,1
tertiary,feb,-1,entrepreneur,yes,no,45,0,2,cellular,single,-287,no,21,2,unknown,1
secondary,nov,-1,management,no,no,33,0,2,cellular,married,-379,no,25,913,unknown,1
unknown,jul,-1,management,no,no,48,2,2,telephone,divorced,614,no,15,76,failure,1
secondary,jan,-1,retired,no,no,33,0,2,cellular,single,2763,no,30,816,unknown,1
secondary,nov,-1,management,no,no,28,0,1,cellular,married,0,yes,30,631,unknown,1
secondary,may,-1,entrepreneur,yes,no,36,0,2,cellular,married,1492,yes,20,104,unknown,1
primary,may,-1,management,no,no,44,0,1,cellular,married,432,yes,15,112,unknown,1
secondary,feb,-1,blue-collar,no,no,49,0,2,cellular,married,562,no,7,714,unknown,1
tertiary,may,-1,blue-collar,no,no,57,0,2,cellular,married,0,yes,14,615,unknown,1
tertiary,jul,-1,admin. admin.,no,no,50,0,1,cellular,divorced,0,yes,18,588,unknown,1
tertiary,nov,-1,admin.,no,no,31,0,1,cellular,married,889,no,25,544,unknown,1
tertiary,may,-1,blue-collar,no,no,40,0,2,cellular,single,842,no,14,682,unknown,1
tertiary,aug,-1,management,no,no,34,0,3,cellular,single,1923,no,27,124,unknown,2
tertiary,may,-1,technician,no,no,42,0,7,cellular,married,0,yes,21,527,unknown,1
secondary,jul,-1,technician,no,no,36,0,4,cellular,married,1813,yes,13,485,unknown,1
secondary,feb,-1,management,no,no,48,0,2,cellular,divorced,-1,no,19,857,unknown,2
tertiary,jul,-1,management,no,no,27,0,4,unknown,married,812,yes,14,138,unknown,1
tertiary,aug,-1,entrepreneur,no,no,48,0,1,cellular,married,0,yes,10,171,unknown,1
secondary,may,-1,services,no,no,32,0,31,cellular,married,-240,yes,8,782,unknown,1
unknown,jul,-1,management,no,no,56,0,3,cellular,single,592,yes,21,592,unknown,1
secondary,aug,-1,services,yes,no,32,0,1,cellular,married,3160,yes,17,103,unknown,1
secondary,jul,-1,services,no,no,52,0,1,cellular,married,778,yes,20,703,unknown,1
secondary,aug,-1,unemployed,yes,no,39,0,3,cellular,single,-9,yes,5,584,failure,2
secondary,aug,-1,management,no,no,49,0,2,cellular,married,5024,yes,25,567,unknown,1
secondary,may,-1,services,no,no,58,0,10,cellular,married,2245,yes,9,971,unknown,1
primary,may,-1,blue-collar,no,no,45,0,3,cellular,married,0,no,27,511,unknown,1
primary,jul,-1,technician,no,no,43,0,1,cellular,single,467,yes,14,136,unknown,1
tertiary,apr,-1,management,no,no,36,0,5,cellular,married,926,no,16,110,unknown,1
secondary,may,-1,services,no,no,37,0,2,cellular,divorced,2288,no,28,48,unknown,1
unknown,may,-1,management,no,no,33,0,1,cellular,married,0,yes,8,172,unknown,1
tertiary,may,-1,management,no,no,35,0,2,cellular,married,0,yes,30,119,unknown,1
tertiary,may,-1,technician,no,no,33,0,1,cellular,married,796,yes,24,473,unknown,1
secondary,may,-1,technician,no,no,40,0,4,cellular,married,-15,no,16,172,unknown,2
secondary,nov,-1,management,yes,no,40,0,1,cellular,married,2026,yes,28,126,unknown,2
secondary,apr,-1,services,no,no,58,0,1,cellular,married,1144,yes,8,200,unknown,1
secondary,jul,-1,blue-collar,no,no,46,0,1,telephone,married,3644,no,5,92,unknown,1
secondary,jul,-1,technician,no,no,33,0,2,cellular,married,0,yes,13,201,unknown,2
secondary,apr,-1,blue-collar,yes,no,57,0,2,unknown,married,-1,no,23,476,unknown,1
secondary,may,-1,technician,no,no,35,0,2,cellular,single,0,yes,13,127,unknown,1
tertiary,aug,-1,technician,no,no,59,0,1,cellular,single,605,yes,11,582,unknown,2
tertiary,may,-1,services,yes,no,36,0,2,cellular,single,552,no,16,208,unknown,1
primary,jan,-1,admin.,no,no,32,0,1,unknown,married,872,no,2,138,unknown,1
tertiary,feb,-1,unknown,yes,no,58,0,5,cellular,single,4,yes,22,916,failure,2
secondary,aug,-1,management,no,no,46,0,14,unknown,married,535,no,2,183,failure,1
tertiary,jul,-1,admin.,no,no,33,0,4,cellular,married,0,yes,18,467,unknown,1
secondary,may,-1,management,no,no,57,0,3,cellular,divorced,805,yes,24,107,failure,1
secondary,nov,-1,blue-collar,no,no,38,0,1,unknown,married,0,yes,29,105,unknown,1
secondary,may,-1,technician,no,no,41,0,2,unknown,married,-333,yes,4,9,unknown,1
primary,jul,-1,management,no,no,39,0,1,cellular,married,1130,no,13,222,unknown,2
tertiary,may,91,technician,no,no,53,0,1,cellular,married,-1,yes,17,821,unknown,2
primary,jun,-1,blue-collar,no,no,34,0,3,cellular,married,578,yes,27,632,unknown,2
tertiary,may,-1,blue-collar,no,no,31,2,2,telephone,single,50,no,29,171,unknown,1
secondary,apr,561,management,no,no,58,0,1,cellular,married,3730,yes,7,7,unknown,1
secondary,may,-1,blue-collar,no,no,32,0,1,unknown,married,1,no,26,82,failure,1
tertiary,jun,-1,entrepreneur,no,no,46,0,1,cellular,married,959,no,21,685,unknown,1
tertiary,may,-1,admin.,no,no,39,0,1,unknown,single,0,no,24,529,unknown,1
primary,jun,-1,services,yes,no,39,0,4,cellular,married,2976,yes,4,178,failure,2
tertiary,aug,-1,retired,no,no,53,0,2,unknown,divorced,-1639,yes,26,683,unknown,2
primary,nov,-1,blue-collar,no,no,30,0,1,cellular,married,-196,yes,20,183,unknown,1
tertiary,jun,-1,student,no,no,40,0,5,cellular,married,534,yes,15,616,unknown,1
primary,may,-1,management,no,no,30,0,5,cellular,divorced,-1,yes,14,185,unknown,1
secondary,may,-1,retired,yes,no,45,0,4,unknown,single,631,yes,21,94,unknown,1
tertiary,apr,-1,admin.,no,no,40,0,1,cellular,married,869,yes,26,0,unknown,1
secondary,may,-1,blue-collar,no,no,41,0,1,cellular,married,574,no,9,562,unknown,1
secondary,may,-1,blue-collar,no,no,39,0,1,cellular,married,765,yes,21,152,unknown,1
secondary,apr,-1,technician,yes,no,51,0,1,cellular,married,953,no,5,103,unknown,1
secondary,may,-1,admin.,no,no,48,0,2,unknown,single,534,no,4,136,unknown,1
tertiary,aug,-1,retired,no,no,46,0,1,cellular,married,0,yes,20,86,unknown,1
primary,may,-1,admin.,no,no,42,0,1,cellular,married,-287,yes,8,3,unknown,1
secondary,apr,-1,services,no,no,35,0,1,unknown,married,1392,yes,20,136,unknown,1
tertiary,feb,-1,blue-collar,no,no,36,0,1,cellular,married,2029,yes,9,168,unknown,1
tertiary,aug,-1,technician,no,no,48,0,2,cellular,married,738,yes,29,572,unknown,1
secondary,jul,-1,admin.com,no,no,46,0,1,cellular,married,715,yes,6,119,unknown,1
tertiary,apr,-1,blue-collar,no,no,32,0,1,unknown,single,666,yes,11,558,unknown,1
secondary,jul,-1,blue-collar,no,no,45,0,2,cellular,single,4053,no,29,184,failure,1
secondary,may,-1,technician,yes,no,34,0,1,cellular,married,-15,yes,13,187,unknown,1
secondary,jul,-1,management,no,no,34,0,2,cellular,single,-270,yes,17,316,success,1
secondary,may,-1,admin.,no,no,42,0,1,cellular,married,841,yes,27,82,unknown,2
secondary,jan,-1,technician,yes,no,56,0,2,cellular,single,473,yes,17,150,unknown,1
tertiary,jul,-1,blue-collar,no,no,50,0,1,cellular,divorced,758,yes,24,195,unknown,2
tertiary,jul,-1,admin.,no,no,29,0,1,cellular,married,-1,yes,14,179,unknown,1
tertiary,jun,-1,management,no,no,46,0,5,unknown,single,813,yes,29,487,unknown,1
secondary,jul,-1,blue-collar,no,no,66,0,2,unknown,married,-271,yes,21,503,unknown,1
primary,jul,-1,blue-collar,no,no,33,0,1,cellular,divorced,1794,yes,30,179,unknown,1
secondary,jul,364,retired,no,no,32,4,4,cellular,single,-11,no,18,15,unknown,1
secondary,jul,-1,blue-collar,no,no,26,0,1,cellular,married,479,yes,4,77,unknown,1
secondary,may,-1,technician,no,no,32,0,2,cellular,married,1320,yes,19,94,failure,1
secondary,may,-1,technician,no,no,32,0,10,cellular,single,221,yes,11,286,unknown,1
tertiary,aug,-1,technician,no,no,30,0,2,cellular,single,1438,no,14,163,unknown,1
secondary,aug,-1,management,no,no,33,0,3,cellular,single,-295,yes,20,183,failure,1
tertiary,jul,100,services,no,no,28,1,4,unknown,married,1315,yes,30,1368,unknown,1
tertiary,may,-1,management,no,no,32,0,2,cellular,married,959,yes,21,112,unknown,2
secondary,apr,-1,admin.,no,no,32,2,5,cellular,single,0,yes,8,217,failure,1
secondary,nov,-1,entrepreneur,no,no,49,0,2,cellular,married,0,no,11,151,unknown,1
secondary,jul,-1,admin.,no,no,33,0,1,cellular,divorced,633,yes,7,348,unknown,2
tertiary,jul,-1,management,no,no,43,6,1,cellular,married,1433,yes,18,105,failure,1
tertiary,may,-1,technician,no,no,43,0,1,cellular,married,636,no,11,94,unknown,1
secondary,jun,-1,retired,no,no,27,0,1,unknown,married,-1216,yes,23,716,unknown,1
secondary,aug,-1,blue-collar,no,no,38,0,2,cellular,married,486,yes,28,104,unknown,1
tertiary,may,-1,technician,no,no,32,0,1,cellular,married,5437,yes,22,103,unknown,1
secondary,may,365,technician,no,no,45,0,1,cellular,married,450,yes,21,150,unknown,2
secondary,nov,-1,services,no,no,31,0,1,cellular,single,23,yes,30,532,unknown,2
tertiary,nov,94,management,no,no,26,0,2,unknown,married,529,no,2,131,unknown,1
primary,sep,-1,management,no,no,36,0,5,unknown,divorced,6,no,10,78,unknown,1
secondary,nov,-1,technician,yes,no,29,0,2,unknown,divorced,687,yes,4,328,unknown,1
secondary,nov,-1,blue-collar,no,no,46,0,2,cellular,single,786,yes,18,828,unknown,2
secondary,feb,-1,unemployed,no,no,31,0,1,cellular,single,248,no,29,6,unknown,1
tertiary,jun,-1,admin.,no,no,31,0,8,cellular,divorced,559,yes,8,591,unknown,1
